LLKey,IssueDate,StartDate,EndDate,CertificateNumber,Fee,NPOName,Event,LicenseClass,SubClass,Description,AddrStreet,AddrZip,Location
408553,2017/09/22 04:00:00+00,2017/09/22 04:00:00+00,2017/09/23 04:00:00+00,65259,25,"Shree, LLC T/a Red Fish Liquors",Wine Tasting,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,4001 Falls Road,21211,4001 Falls Road 21211
408554,2017/09/22 04:00:00+00,2017/09/22 04:00:00+00,2017/09/23 04:00:00+00,65260,50,"CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",BIRTHDAY PARTY FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215,3125 W. BELVEDERE AVENUE 21215
408555,2017/09/22 04:00:00+00,2017/09/23 04:00:00+00,2017/09/24 04:00:00+00,65261,50,MORGAN STATE UNIVERSITY,Morgan State Hospitality Tent,LS,BWL,"Beer, Wine, & Liquor",1700 E Coldspring Lane,21251,1700 E Coldspring Lane 21251
408556,2017/09/22 04:00:00+00,2017/09/23 04:00:00+00,2017/09/24 04:00:00+00,65262,25,Skatepark of Baltimore Inc.,Tommy Little Doggy Bowl,WS,BW,Beer & Wines,See Permit ROW2017-SE1016437,21211,
408557,2017/09/26 04:00:00+00,2017/09/26 04:00:00+00,2017/09/27 04:00:00+00,65263,25,"Hamilton-Lauraville Main Street, Inc.",Farmer's Market,WS,BW,Beer & Wines,4500 harford,21214,4500 harford 21214
408558,2017/09/26 04:00:00+00,2017/10/06 04:00:00+00,2017/10/07 04:00:00+00,65264,25,"THE AMERICAN VISIONARY ART MUSEUM, INC.",Preview Party,WS,BW,Beer & Wines,800 KEY HIGHWAY,21224,800 KEY HIGHWAY 21224
408559,2017/09/27 04:00:00+00,2017/10/17 04:00:00+00,2017/10/18 04:00:00+00,65265,50,"Unified Community Connections, Inc. ",Hoodstock,LS,BWL,"Beer, Wine, & Liquor",800 KEY HIGHWAY,21224,800 KEY HIGHWAY 21224
408560,2017/09/27 04:00:00+00,2017/10/07 04:00:00+00,2017/10/08 04:00:00+00,65266,50,"Unified Community Connections, Inc. ",Hoodstock,LS,BWL,"Beer, Wine, & Liquor",800 KEY HIGHWAY,21224,800 KEY HIGHWAY 21224
408561,2017/09/27 04:00:00+00,2017/10/04 04:00:00+00,2017/10/05 04:00:00+00,65267,50,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",Concert Series for 2017 Season,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
408562,2017/09/27 04:00:00+00,2017/10/24 04:00:00+00,2017/10/25 04:00:00+00,65268,50,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER,INC",Concert Series for 2017 Season,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
408563,2017/09/27 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65269,50,"Spirit of Hope Children's Foundation, Inc.",OKTOBERFEST,LS,BWL,"Beer, Wine, & Liquor",1101 Russell Street (M&T Bank Stadium),21230,1101 Russell Street (M&T Bank Stadium) 21230
408564,2017/09/27 04:00:00+00,2017/09/30 04:00:00+00,2017/10/01 04:00:00+00,65270,25,Lauraville Business Association,33RD ANNUAL GREATER LAURAVILLE FAIR,WS,BW,Beer & Wines,HARFORD ROAD  & WALTHER BLVD,21214,HARFORD ROAD  & WALTHER BLVD 21214
408565,2017/09/27 04:00:00+00,2017/10/01 04:00:00+00,2017/10/02 04:00:00+00,65271,50,Mercy Medical Center/ The Tyanna Foundation,FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",1300 BLOCK OF RUSSELL STREET,21202,1300 BLOCK OF RUSSELL STREET 21202
408566,2017/09/28 04:00:00+00,2017/10/07 04:00:00+00,2017/10/08 04:00:00+00,65272,50,"KURK LEE FOUNDATION, INC",Cherry Hill Reunion,LS,BWL,"Beer, Wine, & Liquor",219 W. 29th Division St.,21201,219 W. 29th Division St. 21201
408567,2017/09/28 04:00:00+00,2017/10/01 04:00:00+00,2017/10/02 04:00:00+00,65273,50,"ARENA PLAYERS, INC.",Bomin Jeon Dance,LS,BWL,"Beer, Wine, & Liquor",14 W. North Avenue,21201,14 W. North Avenue 21201
408568,2017/09/28 04:00:00+00,2017/10/01 04:00:00+00,2017/10/02 04:00:00+00,65274,50,"ARENA PLAYERS, INC.",Dance,LS,BWL,"Beer, Wine, & Liquor",4  W. North Ave,21201,4  W. North Ave 21201
408569,2017/09/28 04:00:00+00,2017/09/30 04:00:00+00,2017/10/01 04:00:00+00,65275,25,"SECTION 1, INC.",GARAGEFEST,WS,BW,Beer & Wines,101 W. Dickman Street,21230,101 W. Dickman Street 21230
408570,2017/09/29 04:00:00+00,2017/09/29 04:00:00+00,2017/09/30 04:00:00+00,65276,25,"Baltimore Bike Party, Inc.",Baltimore Bike Party,WS,BW,Beer & Wines,See Permit TMP2017-00181,21230,
408571,2017/09/29 04:00:00+00,2017/09/29 04:00:00+00,2017/10/01 04:00:00+00,65277,50,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",LADIES NIGHT OUT,WS,BW,Beer & Wines,4229 YORK ROAD,21215,4229 YORK ROAD 21215
408572,2017/09/29 04:00:00+00,2017/10/19 04:00:00+00,2017/10/20 04:00:00+00,65278,25,"Research Associates Foundation, Inc",Fundraiser,WS,BW,Beer & Wines,2640 ST. PAUL STREET,21218,2640 ST. PAUL STREET 21218
408573,2017/09/29 04:00:00+00,2017/09/29 04:00:00+00,2017/09/30 04:00:00+00,65279,25,"Shree, LLC T/a Red Fish Liquors",Wine Tasting,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,4001 Falls Rd,21211,4001 Falls Rd 21211
408574,2017/09/29 04:00:00+00,2017/10/13 04:00:00+00,2017/10/14 04:00:00+00,65280,25,"Fusion Partnerships, Inc.",Chilibrew,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
408575,2017/10/02 04:00:00+00,2017/10/06 04:00:00+00,2017/10/07 04:00:00+00,65281,50,"LIVING CLASSROOMS FOUNDATION, INC.",Maritime Magic 2017,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016654,21231,
408576,2017/10/03 04:00:00+00,2017/10/07 04:00:00+00,2017/10/08 04:00:00+00,65282,25,Charm City Cycling LLC,CHARM CITY CROSS,WS,BW,Beer & Wines,PERMIT #ROW2017-SE1016438,21217,
408577,2017/10/03 04:00:00+00,2017/10/08 04:00:00+00,2017/10/09 04:00:00+00,65283,25,Charm City Cycling LLC,CHARM CITY CROSS,WS,BW,Beer & Wines,SEE PERMIT PERMIT #ROW2017-SE1016438,21217,
408578,2017/10/03 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65284,50,"SECOND CHANCE, INC.",THE WRECKERS BALL,LS,BWL,"Beer, Wine, & Liquor",1700 Ridgely Street,21230,1700 Ridgely Street 21230
408579,2017/10/03 04:00:00+00,2017/10/27 04:00:00+00,2017/10/28 04:00:00+00,65285,25,FUSION PARTNERSHIPS INC.,1ST ANNUAL ART AUCTION HALLOWEEN PARTY,WS,BW,Beer & Wines,116 W. MULBERRY STREET,21201,116 W. MULBERRY STREET 21201
408580,2017/10/03 04:00:00+00,2017/10/06 04:00:00+00,2017/10/08 04:00:00+00,65286,50,"Baltimore Rock Opera Society,Inc.",The Nevermore Hanut,WS,BW,Beer & Wines,See Permit ROW2017-SE1016228,21202,
408581,2017/10/03 04:00:00+00,2017/10/13 04:00:00+00,2017/10/15 04:00:00+00,65287,50,"Baltimore Rock Opera Society,Inc.",The Nevermore Hanut,WS,BW,Beer & Wines,See Permit ROW2017-SE1016228,21202,
408582,2017/10/03 04:00:00+00,2017/10/20 04:00:00+00,2017/10/22 04:00:00+00,65288,50,"Baltimore Rock Opera Society,Inc.",The Nevermore Hanut,WS,BW,Beer & Wines,See Permit ROW2017-SE1016228,21202,
408583,2017/10/03 04:00:00+00,2017/10/26 04:00:00+00,2017/11/01 04:00:00+00,65289,150,"Baltimore Rock Opera Society,Inc.",The Nevermore Hanut,WS,BW,Beer & Wines,See Permit ROW2017-SE1016228,21202,
408584,2017/10/03 04:00:00+00,2017/10/04 04:00:00+00,2017/11/03 04:00:00+00,65290,1500,"THE PRODUCERS CLUB OF MARYLAND, INC.",FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201,3-5 W. NORTH AVENUE 21201
408585,2017/10/03 04:00:00+00,2017/10/06 04:00:00+00,2017/10/08 04:00:00+00,65291,50," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fundraiser,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
408586,2017/10/04 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65292,50,"Pigtown Main Street, Inc.",Pigtown Festival,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1015664,21230,
408587,2017/10/04 04:00:00+00,2017/10/07 04:00:00+00,2017/10/08 04:00:00+00,65293,50,"Fells Point Main Street, Inc.",Fells Point Fun Fest,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE10116436,21231,
408588,2017/10/04 04:00:00+00,2017/10/08 04:00:00+00,2017/10/09 04:00:00+00,65294,50,"Fells Point Main Street, Inc.",Fells Point Fun Fest,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE10116436,21231,
408589,2017/10/05 04:00:00+00,2017/10/15 04:00:00+00,2017/10/16 04:00:00+00,65295,50,"SHOW YOUR SOFT SIDE, INC.",Jimmy's Tailgate,LS,BWL,"Beer, Wine, & Liquor",1300 blk Russell Street,21230,1300 blk Russell Street 21230
408590,2017/10/05 04:00:00+00,2017/10/06 04:00:00+00,2017/10/07 04:00:00+00,65296,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,Soulful  Friday's,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202,112 E. Lexington St 21202
408591,2017/10/05 04:00:00+00,2017/10/20 04:00:00+00,2017/10/21 04:00:00+00,65297,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,Soulful  Friday's,LS,BWL,"Beer, Wine, & Liquor",112 E. Lexington St,21202,112 E. Lexington St 21202
408592,2017/10/05 04:00:00+00,2017/10/13 04:00:00+00,2017/10/14 04:00:00+00,65298,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,Soulful  Friday's,LS,BWL,"Beer, Wine, & Liquor",211  E. Lexington St,21202,211  E. Lexington St 21202
408593,2017/10/05 04:00:00+00,2017/10/27 04:00:00+00,2017/10/28 04:00:00+00,65299,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,Soulful  Friday's,LS,BWL,"Beer, Wine, & Liquor",211  E. Lexington St,21202,211  E. Lexington St 21202
408594,2017/10/05 04:00:00+00,2017/10/15 04:00:00+00,2017/10/16 04:00:00+00,65300,25,UNITED EVANGELICAL CHURCH,Oktober Fest,WS,BW,Beer & Wines,See Permit ROW2017-SE1016763,21224,
408595,2017/10/05 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65301,50,"Waterfront Partnership of Baltimore, Inc.",Baltimore Oyster Fest,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1014467,21202,
408596,2017/10/06 04:00:00+00,2017/10/20 04:00:00+00,2017/10/23 04:00:00+00,65302,150,"HOLY TRINITY RUSSIAN ORTHODOX CHURCH, BALTIMORE, MARYLAND CORPORATION",Russian Festival,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016773,21231,
408597,2017/10/10 04:00:00+00,2017/11/27 05:00:00+00,2017/11/28 05:00:00+00,65303,50,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",TAILGATE FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230,1201-1301 WICOMICO STREET 21230
408598,2017/10/10 04:00:00+00,2017/12/03 05:00:00+00,2017/12/04 05:00:00+00,65304,50,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",TAILGATE FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230,1201-1301 WICOMICO STREET 21230
408599,2017/10/10 04:00:00+00,2017/12/23 05:00:00+00,2017/12/24 05:00:00+00,65305,50,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",TAILGATE FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230,1201-1301 WICOMICO STREET 21230
408600,2017/10/10 04:00:00+00,2017/12/31 05:00:00+00,2018/01/01 05:00:00+00,65306,50,"RAVENS ROOST 50 FOUNDATION FOR FAMILIES, INC.",TAILGATE FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",1201-1301 WICOMICO STREET,21230,1201-1301 WICOMICO STREET 21230
408601,2017/10/10 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65307,25,"Bolton Hill Nursery, Inc.",Festival on the Hill,WS,BW,Beer & Wines,See Permit ROW2017-SE1016587,21217,
408602,2017/10/10 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65308,50,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED",Game Day,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251,1700 E. Coldspring Lane 21251
408603,2017/10/10 04:00:00+00,2017/10/12 04:00:00+00,2017/10/13 04:00:00+00,65309,50,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED ",Dean Spencer's Lab Celebration,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251,1700 E. Coldspring Lane 21251
408604,2017/10/10 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65310,50,"MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION, INCORPORATED ",Morgan Memories Celebration,LS,BWL,"Beer, Wine, & Liquor",1700 E. Coldspring Lane,21251,1700 E. Coldspring Lane 21251
408605,2017/10/11 04:00:00+00,2017/10/14 04:00:00+00,2017/10/15 04:00:00+00,65311,25," NOTRE DAME OF MARYLAND UNIVERSITY, INC.",Gatorfest 2017,WS,BW,Beer & Wines,4701  N. Charles St,21210,4701  N. Charles St 21210
408606,2017/10/11 04:00:00+00,2017/10/13 04:00:00+00,2017/10/14 04:00:00+00,65312,25,"DOWNTOWN PARTNERSHIP OF BALTIMORE, INC.",PINTS IN THE PARK,WS,BW,Beer & Wines,110 W. FAYETTE AVE,21201,110 W. FAYETTE AVE 21201
408607,2017/10/12 04:00:00+00,2017/10/13 04:00:00+00,2017/10/15 04:00:00+00,65313,100,"MOUNT VERNON-BELVEDERE IMPROVEMENT ASSOCIATION, INC. ",Oktoberfest Mount Vernon,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1017185,21202,
408608,2017/10/12 04:00:00+00,2017/10/13 04:00:00+00,2017/10/15 04:00:00+00,65314,50,"JAMAICAN ASSOCATION OF MARYLAND, INC.",MORGAN STATE HOMECOMING,WS,BW,Beer & Wines,4229 YORK ROAD,21215,4229 YORK ROAD 21215
408609,2017/10/12 04:00:00+00,2017/10/26 04:00:00+00,2017/10/27 04:00:00+00,65315,50,"KAMRYN LAMBERT FOUNDATION, INC.",Ravens Tailgate Party,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230,160 W. Ostend St 21230
408610,2017/10/12 04:00:00+00,2017/10/15 04:00:00+00,2017/10/16 04:00:00+00,65316,50,"KAMRYN LAMBERT FOUNDATION, INC.",Ravens Tailgate Party,LS,BWL,"Beer, Wine, & Liquor",160 W. Ostend St,21230,160 W. Ostend St 21230
408611,2017/10/12 04:00:00+00,2017/10/13 04:00:00+00,2017/10/14 04:00:00+00,65317,50,"CHILDREN'S SCHOLARSHIP FUND OF BALTIMORE, INC.",Truck or Treat,LS,BWL,"Beer, Wine, & Liquor",1300 Point St,21231,1300 Point St 21231
408612,2017/10/13 04:00:00+00,2017/10/13 04:00:00+00,2017/10/14 04:00:00+00,65318,25,"Hamilton-Lauraville Main Street, Inc.",Main Street Beer Garden,WS,BW,Beer & Wines,4500 Harford Rd (Lot),21214,4500 Harford Rd (Lot) 21214
408613,2017/10/16 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65319,50,MATT & KATE CEREMONY,WEDDING RECEPTION,LS,BWL,"Beer, Wine, & Liquor",401 E. 40TH STREET,21218,401 E. 40TH STREET 21218
408614,2017/10/16 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65320,50,MATT & KATIE CEREMONY,WEDDING RECEPTION,LS,BWL,"Beer, Wine, & Liquor",401 E. 40TH STREET,21218,401 E. 40TH STREET 21218
408615,2017/10/16 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65321,50,MATT & KATIE CEREMONY,WEDDING RECEPTION,LS,BWL,"Beer, Wine, & Liquor",401 E. 30th Street,21218,401 E. 30th Street 21218
408616,2017/10/17 04:00:00+00,2017/10/25 04:00:00+00,2017/10/26 04:00:00+00,65322,25,THE ZION CHURCH OF THE CITY OF BALTIMORE,SOUR BEEF EVENT,WS,BW,Beer & Wines,400 LEXINGTON STREET EAST,21202,400 LEXINGTON STREET EAST 21202
408617,2017/10/17 04:00:00+00,2017/10/25 04:00:00+00,2017/10/27 04:00:00+00,65323,50,ZION CHURCH OF THE CITY OF BALTIMORE,SOUR BEEF EVENT,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
408618,2017/10/18 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65324,25,"Fells Point Creative Alliance, Inc",18TH GREAT HALLOWEEN LATERN PARADE & FESTIVAL,WS,BW,Beer & Wines,PERMIT #ROW2017-SE1016438,21224,
408619,2017/10/18 04:00:00+00,2017/10/20 04:00:00+00,2017/10/21 04:00:00+00,65325,25," THE JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fundraiser,WS,BW,Beer & Wines,4229 York Rd.,21212,4229 York Rd. 21212
408620,2017/10/19 04:00:00+00,2017/11/03 04:00:00+00,2017/11/04 04:00:00+00,65326,50,"ROLAND PARK COUNTRY SCHOOL, INCORPORATED",Night of Red& White,LS,BWL,"Beer, Wine, & Liquor",5204 ROLAND AVENUE,21210,5204 ROLAND AVENUE 21210
408621,2017/10/20 04:00:00+00,2017/10/26 04:00:00+00,2017/10/27 04:00:00+00,65327,50,"TYANNA BARRE O'BRIEN BREAST CANCER FOUNDATION, INC.",Ravens Tailgate Party,LS,BWL,"Beer, Wine, & Liquor",1300 blk Russell Street,21230,1300 blk Russell Street 21230
408622,2017/10/20 04:00:00+00,2017/11/03 04:00:00+00,2017/11/04 04:00:00+00,65328,25,"SINGLE CARROT THEATRE, INC.",Season 2 Launch Party,WS,BW,Beer & Wines,2600  N. Howard St,21218,2600  N. Howard St 21218
408623,2017/10/20 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65329,50,"BALTIMORE ANIMAL RESCUE AND CARE SHELTER, INC.",13th Annual BARCS Octberfest,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1016921,21231,
408624,2017/10/20 04:00:00+00,2017/11/02 04:00:00+00,2017/11/03 04:00:00+00,65330,25,LOYOLA UNIVERSITY,THINK WRONG INNOVATION,WS,BW,Beer & Wines,5609 HESS AVENUE,21212,5609 HESS AVENUE 21212
408625,2017/10/23 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65331,25,THE ZION CHURCH OF THE CITY OF BALTIMORE,Reformation Festival,WS,BW,Beer & Wines,400 E. Lexington Street,21044,400 E. Lexington Street 21044
408626,2017/10/23 04:00:00+00,2017/10/27 04:00:00+00,2017/10/30 04:00:00+00,65332,75, THE GREEK ORTHODOX CATHEDRAL OF THE ANNUNCIATION,"Greek Food, Wine & Culture Festival",WS,BW,Beer & Wines,See Permit ROW2017-SE1016586,21201,
408627,2017/10/23 04:00:00+00,2017/11/02 04:00:00+00,2017/11/03 04:00:00+00,65333,25,"BALTIMORE CONSERVATORY ASSOCIATION, INC.",Great Conservatories,WS,BW,Beer & Wines,3100  Swann Dr.,21217,3100  Swann Dr. 21217
408628,2017/10/23 04:00:00+00,2017/10/25 04:00:00+00,2017/10/26 04:00:00+00,65334,50,"OYSTER RECOVERY PARTNERHSHIP, INC.",PEARL EVENTS,LS,BWL,"Beer, Wine, & Liquor",1020 HULL STREET,21230,1020 HULL STREET 21230
408629,2017/10/23 04:00:00+00,2017/10/27 04:00:00+00,2017/10/28 04:00:00+00,65335,50,ACTIVE SOCIAL COMMUNITIES INC.,Halloween Party,LS,BWL,"Beer, Wine, & Liquor",3100  Boston St. (Parking Lot),21224,3100  Boston St. (Parking Lot) 21224
408630,2017/10/24 04:00:00+00,2017/11/18 05:00:00+00,2017/11/19 05:00:00+00,65336,50,KURK LEE FOUNDATION,16th Annual East Baltimore Reunion,LS,BWL,"Beer, Wine, & Liquor",29TH DIVISION STREET,21201,29TH DIVISION STREET 21201
408631,2017/10/26 04:00:00+00,2017/11/02 04:00:00+00,2017/11/03 04:00:00+00,65337,50,TECHNOLOGY COUNCIL OF MARYLAND FOUNDATION,TECH TASTING,LS,BWL,"Beer, Wine, & Liquor",7 ST. PAUL STREET,21202,7 ST. PAUL STREET 21202
408632,2017/10/26 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65338,50,"Root & Culture, Inc.",All Black Everything,LS,BWL,"Beer, Wine, & Liquor",2900  Liberty Height Ave,21215,2900  Liberty Height Ave 21215
408633,2017/10/26 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65339,50,"THE CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",Birthday Party,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVE,21215,3125 W. BELVEDERE AVE 21215
408634,2017/10/27 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65340,50,"MARYLAND ART PLACE, INC.",Guise,LS,BWL,"Beer, Wine, & Liquor",218  W. Saratoga Ave,21201,218  W. Saratoga Ave 21201
408635,2017/10/27 04:00:00+00,2017/11/09 05:00:00+00,2017/11/10 05:00:00+00,65341,50,SPIRIT OF HOPE CHILDRENS FOUNDATION,BALTIMORE WHISKEY FESTIVAL,LS,BWL,"Beer, Wine, & Liquor",11 W.  MOUNT VERNON PLACE,21201,11 W.  MOUNT VERNON PLACE 21201
408636,2017/10/27 04:00:00+00,2017/11/03 04:00:00+00,2017/11/04 04:00:00+00,65342,50,"THE CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",Birthday Party,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVE,21215,3125 W. BELVEDERE AVE 21215
408637,2017/10/27 04:00:00+00,2017/11/10 05:00:00+00,2017/11/11 05:00:00+00,65343,50,"THE CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE, INC.",Birthday Party,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVE,21215,3125 W. BELVEDERE AVE 21215
408638,2017/10/27 04:00:00+00,2017/11/04 04:00:00+00,2017/11/05 04:00:00+00,65344,50,"FRIENDS OF PATTERSON PARK, INC.",Patterson Park Brew Fest,LS,BWL,"Beer, Wine, & Liquor",27  S. Patterson  Park Ave.,21231,27  S. Patterson  Park Ave. 21231
408639,2017/10/27 04:00:00+00,2017/11/04 04:00:00+00,2017/11/05 04:00:00+00,65345,25,Beth Am Synagogue,CITY SOUL '17,WS,BW,Beer & Wines,2501 Eutaw Place,21217,2501 Eutaw Place 21217
408640,2017/10/27 04:00:00+00,2017/11/11 05:00:00+00,2017/11/12 05:00:00+00,65346,50,CATHEDRAL OF MARY OUR QUEEN,HOMECOMING BULL & OYSTER ROAST,LS,BWL,"Beer, Wine, & Liquor",5200 N. Charles Street,21210,5200 N. Charles Street 21210
408641,2017/10/27 04:00:00+00,2017/10/28 04:00:00+00,2017/10/29 04:00:00+00,65347,25,DOWNTOWN BALTIMORE FAMILY ALLIANCE INC.,SoBo Halloween Bash,WS,BW,Beer & Wines,See Permit ROW2017-SE1016842,21230,
408642,2017/10/30 04:00:00+00,2017/11/04 04:00:00+00,2017/11/05 04:00:00+00,65348,50, THE VESTRY OF ST. DAVID'S,Fall Fest,LS,BWL,"Beer, Wine, & Liquor",4700 Roland Ave,21210,4700 Roland Ave 21210
408643,2017/10/31 04:00:00+00,2017/11/02 04:00:00+00,2017/11/03 04:00:00+00,65349,50,"PLAYWORKS EDUCATION ENERGIZED, INC. A/K/A PLAYWORKS EDUCATION ENERGIZED",Soiree For Play,LS,BWL,"Beer, Wine, & Liquor",800 KEY HIGHWAY,21224,800 KEY HIGHWAY 21224
408644,2017/10/31 04:00:00+00,2017/11/08 05:00:00+00,2017/11/09 05:00:00+00,65350,25,"Baltimore Bar Foundation, Inc.",CABARET & CABERNET,WS,BW,Beer & Wines,515-519 W. FAYETTE STREET,21201,515-519 W. FAYETTE STREET 21201
408645,2017/11/01 04:00:00+00,2017/11/16 05:00:00+00,2017/11/17 05:00:00+00,65351,25,"BALTIMORE HERITAGE AREA ASSOCIATION, INC.",Annual Meeting,WS,BW,Beer & Wines,1911 FALLS RD,21211,1911 FALLS RD 21211
408646,2017/11/03 04:00:00+00,2017/11/03 04:00:00+00,2017/11/05 04:00:00+00,65352,50,"BALTIMORE ROCK OPERA SOCIETY, INC.",NEVERMORE HAUNT,WS,BW,Beer & Wines,549 OLD TOWN MALL,21202,549 OLD TOWN MALL 21202
408647,2017/11/03 04:00:00+00,2017/11/04 04:00:00+00,2017/11/05 04:00:00+00,65353,50,"Waterfront Partnership of Baltimore, Inc.",Vino in Vouge,LS,BWL,"Beer, Wine, & Liquor",See Permit ROW2017-SE1017058,21202,
408648,2017/11/03 04:00:00+00,2017/11/04 04:00:00+00,2017/11/18 05:00:00+00,65354,700,"THE PRODUCERS CLUB OF MARYLAND, INC.",FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",3-5 W. NORTH AVENUE,21201,3-5 W. NORTH AVENUE 21201
408649,2017/11/03 04:00:00+00,2017/11/03 04:00:00+00,2017/11/04 04:00:00+00,65355,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,SOULFUL FRIDAYS,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202,112 E. LEXINGTON STREET 21202
408650,2017/11/03 04:00:00+00,2017/11/10 05:00:00+00,2017/11/11 05:00:00+00,65356,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,SOULFUL FRIDAYS,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202,112 E. LEXINGTON STREET 21202
408651,2017/11/03 04:00:00+00,2017/11/17 05:00:00+00,2017/11/18 05:00:00+00,65357,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,SOULFUL FRIDAYS,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202,112 E. LEXINGTON STREET 21202
408652,2017/11/03 04:00:00+00,2017/11/24 05:00:00+00,2017/11/25 05:00:00+00,65358,50,CHARM CITY SCUBA CLUB OF BALTIMORE INC.,SOULFUL FRIDAYS,LS,BWL,"Beer, Wine, & Liquor",112 E. LEXINGTON STREET,21202,112 E. LEXINGTON STREET 21202
