LLKey,IssueDate,StartDate,EndDate,CertificateNumber,Fee,NPOName,Event,LicenseClass,SubClass,Description,AddrStreet,AddrZip,Location
400852,2005/10/07 04:00:00+00,2005/12/10 05:00:00+00,2005/12/11 05:00:00+00,57562,25,WELLS DISCOUNT LIQUORS,WELLS DISCOUNT LIQUORS,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,6310 YORK ROAD,21212,6310 YORK ROAD 21212
400853,2005/10/07 04:00:00+00,2005/12/17 05:00:00+00,2005/12/18 05:00:00+00,57563,25,WELLS DISCOUNT LIQUORS,WELLS DISCOUNT LIQUORS,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,6310 YORK ROAD,21212,6310 YORK ROAD 21212
400854,2005/10/07 04:00:00+00,2005/12/28 05:00:00+00,2005/12/29 05:00:00+00,57564,25,WELLS DISCOUNT LIQUORS,WELLS DISCOUNT LIQUORS,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,6310 YORK ROAD,21212,6310 YORK ROAD 21212
400855,2005/10/07 04:00:00+00,2005/12/30 05:00:00+00,2005/12/31 05:00:00+00,57565,25,WELLS DISCOUNT LIQUORS,WELLS DISCOUNT LIQUORS,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,6310 YORK ROAD,21212,6310 YORK ROAD 21212
400856,2005/10/07 04:00:00+00,2005/10/08 04:00:00+00,2005/10/09 04:00:00+00,57566,50,HOLY CROSS CHURCH,100 BLOCK OF E. WEST@ LIGHT & WILLIAM STS.,LS,BWL,"Beer, Wine, & Liquor",100 E. WEST ST.,21230,100 E. WEST ST. 21230
400857,2005/10/07 04:00:00+00,2005/10/14 04:00:00+00,2005/10/15 04:00:00+00,57567,50,"BALTIMORE CHRISTIAN COMMUNITY ASSOC., INC.",BKMS BUILDING,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400858,2005/10/11 04:00:00+00,2005/10/14 04:00:00+00,2005/10/17 04:00:00+00,57568,150,HOLY TRINITY RUSSIAN ORTHODOX CHURCH,RUSSIAN FESTIVAL,LS,BWL,"Beer, Wine, & Liquor",1723 E. FAIRMOUNT AVENUE,21231,1723 E. FAIRMOUNT AVENUE 21231
400859,2005/10/12 04:00:00+00,2005/10/21 04:00:00+00,2005/10/22 04:00:00+00,57569,50,BALTIMORE CHAPTER OF AMER INSTITUTE ARCHITECTS,AMERICAN VISIONARY ARTS MUSEUM,LS,BWL,"Beer, Wine, & Liquor",800 KEY HIGHWAY,21224,800 KEY HIGHWAY 21224
400860,2005/10/12 04:00:00+00,2005/10/15 04:00:00+00,2005/10/16 04:00:00+00,57570,50,ST. NICHOLAS GREEK CHURCH,CHURCH HALL,LS,BWL,"Beer, Wine, & Liquor",520 S. PONCA ST.,21224,520 S. PONCA ST. 21224
400861,2005/10/12 04:00:00+00,2005/10/22 04:00:00+00,2005/10/23 04:00:00+00,57571,25,ORIGINAL NORTHWOOD ASSOCIATION,4000-4006 BLOCK OF DEEPWOOD ROAD,WS,BW,Beer & Wines,4004 DEEPWOOD ROAD,21218,4004 DEEPWOOD ROAD 21218
400862,2005/10/12 04:00:00+00,2005/10/12 04:00:00+00,2005/10/13 04:00:00+00,57572,25,WINE SOURCE,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400863,2005/10/12 04:00:00+00,2005/10/18 04:00:00+00,2005/10/19 04:00:00+00,57573,25,WINE SOURCE,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400864,2005/10/12 04:00:00+00,2005/10/21 04:00:00+00,2005/10/23 04:00:00+00,57574,50,WINE SOURCE,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400865,2005/10/12 04:00:00+00,2005/10/15 04:00:00+00,2005/10/16 04:00:00+00,57575,25,BALTIMORE CITY FOUNDATION - FIRE PREVENTION,MARATHON,WS,BW,Beer & Wines,BETWEEN ORIOLE  PARK & CAMDEN YARDS,21201,BETWEEN ORIOLE  PARK & CAMDEN YARDS 21201
400866,2005/10/13 04:00:00+00,2005/10/22 04:00:00+00,2005/10/23 04:00:00+00,57576,50,METROPOLITAN COMMUNITY CHURCH OF BALTIMORE,CHURCH HALL,LS,BWL,"Beer, Wine, & Liquor",401 W. MONUMENT,21201,401 W. MONUMENT 21201
400867,2005/10/17 04:00:00+00,2005/10/21 04:00:00+00,2005/10/22 04:00:00+00,57577,50,"ARENA PLAYERS, INC.",FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",3333-59 FREDERICK AVENUE,21229,3333-59 FREDERICK AVENUE 21229
400868,2005/10/17 04:00:00+00,2005/10/21 04:00:00+00,2005/10/22 04:00:00+00,57578,25,MARYLAND ART PLACE 14KT CABARET,"POETRY, MUSIC, DANCE",WS,BW,Beer & Wines,218 W. SARATOGA ST.,21202,218 W. SARATOGA ST. 21202
400869,2005/10/17 04:00:00+00,2005/11/05 04:00:00+00,2005/11/06 04:00:00+00,57579,25,MARYLAND ART PLACE 14KT CABARET,"POETRY, MUSIC, DANCE",WS,BW,Beer & Wines,218 W. SARATOGA ST.,21202,218 W. SARATOGA ST. 21202
400870,2005/10/17 04:00:00+00,2005/10/22 04:00:00+00,2005/10/23 04:00:00+00,57580,50,SENOR DE LOS MILAGRAS,CULTURAL AFFAIR,LS,BWL,"Beer, Wine, & Liquor",1728 BANK STREET,21231,1728 BANK STREET 21231
400871,2005/10/18 04:00:00+00,2005/10/22 04:00:00+00,2005/10/23 04:00:00+00,57581,25,ROLAND PARK VICTOR'S MARKET,EDDIE'S OF ROLAND PARK,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,5109-13 ROLAND AVENUE,21210,5109-13 ROLAND AVENUE 21210
400872,2005/10/18 04:00:00+00,2005/11/12 05:00:00+00,2005/11/13 05:00:00+00,57582,25,ROLAND PARK VICTOR'S MARKET,EDDIE'S OF ROLAND PARK,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,5109-13 ROLAND AVENUE,21210,5109-13 ROLAND AVENUE 21210
400873,2005/10/18 04:00:00+00,2005/12/10 05:00:00+00,2005/12/11 05:00:00+00,57583,25,ROLAND PARK VICTOR'S MARKET,EDDIE'S OF ROLAND PARK,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,5109-13 ROLAND AVENUE,21210,5109-13 ROLAND AVENUE 21210
400874,2005/10/19 04:00:00+00,2005/10/26 04:00:00+00,2005/10/28 04:00:00+00,57584,100,ZION CHURCH OF THE CITY OF BALTIMORE,CHURCH DINING HALL,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
400875,2005/10/19 04:00:00+00,2005/11/26 05:00:00+00,2005/11/28 05:00:00+00,57585,100,ZION CHURCH OF THE CITY OF BALTIMORE,CHURCH DINING HALL,LS,BWL,"Beer, Wine, & Liquor",400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
400876,2005/10/19 04:00:00+00,2005/10/26 04:00:00+00,2005/10/28 04:00:00+00,57586,50,ZION CHURCH OF THE CITY OF BALTIMORE,CHURCH DINING HALL,WS,BW,Beer & Wines,400 E. LEXINGTON ST.,21202,400 E. LEXINGTON ST. 21202
400877,2005/10/19 04:00:00+00,2005/10/21 04:00:00+00,2005/10/23 04:00:00+00,57587,50,MLJ INC. T/A WINE UNDERGROUND,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,4400 EVANS CHAPEL ROAD,21211,4400 EVANS CHAPEL ROAD 21211
400878,2005/10/21 04:00:00+00,2005/10/25 04:00:00+00,2005/10/26 04:00:00+00,57588,25,UNIV. OF MARYLAND -INT'L LAW SOCIETY,SCHOOL OF LAW-PATIO & DINING AREA,WS,BW,Beer & Wines,500 W. BALTIMORE ST.,21201,500 W. BALTIMORE ST. 21201
400879,2005/10/21 04:00:00+00,2005/10/22 04:00:00+00,2005/10/23 04:00:00+00,57589,50,SINAI HOSPITAL OF BALTIMORE INC.-FINANCE DEPT.,EUBIE BLAKE JAZZ & CULTURAL CENTER,LS,BWL,"Beer, Wine, & Liquor",847 N. HOWARD ST.,21202,847 N. HOWARD ST. 21202
400880,2005/10/24 04:00:00+00,2005/11/03 04:00:00+00,2005/11/04 04:00:00+00,57590,50,JOHNS HOPKINS UNIVERSITY-SUPREME LEARNING CTR,GLASS PAVILLION BUILDING,LS,BWL,"Beer, Wine, & Liquor",3400 N. CHARLES ST.,21218,3400 N. CHARLES ST. 21218
400881,2005/10/26 04:00:00+00,2005/10/29 04:00:00+00,2005/10/30 04:00:00+00,57591,50,BALTIMORE ASSOCIATION OF CARIBBEAN ORG. INC.,FUNDRAISER,LS,BWL,"Beer, Wine, & Liquor",4201 PRIMROSE AVENUE,21215,4201 PRIMROSE AVENUE 21215
400882,2005/10/27 04:00:00+00,2005/10/29 04:00:00+00,2005/10/30 04:00:00+00,57592,25,ST. FRANCIS OF ASSISSI CHURCH,CHURCH HALL,WS,BW,Beer & Wines,3615 HARFORD ROAD,21213,3615 HARFORD ROAD 21213
400883,2005/10/31 04:00:00+00,2005/11/05 04:00:00+00,2005/11/07 05:00:00+00,57593,50,ST. NICHOLAS GREEK ORTHODOX-UNITED CHIOS,CHURCH HALL,WS,BW,Beer & Wines,520 S. PONCA ST.,21224,520 S. PONCA ST. 21224
400884,2005/11/01 04:00:00+00,2005/10/27 04:00:00+00,2005/10/28 04:00:00+00,57594,50,ST. ROSE OF LIMA SCHOOL,ROAST,LS,BWL,"Beer, Wine, & Liquor",410 E. JEFFREY STREET,21225,410 E. JEFFREY STREET 21225
400885,2005/11/01 04:00:00+00,2005/11/27 05:00:00+00,2005/11/28 05:00:00+00,57595,50,ST. ROSE OF LIMA SCHOOL,ROAST,LS,BWL,"Beer, Wine, & Liquor",410 E. JEFFREY STREET,21225,410 E. JEFFREY STREET 21225
400886,2005/11/02 04:00:00+00,2005/11/02 04:00:00+00,2005/11/03 04:00:00+00,57596,25,"SOUTH BALTIMORE EMERGENCY RELIEF, INC.",SILENT AUCTION / FUNDRAISER @ MUSEUM OF INDUSTRY,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21201,1415 KEY HIGHWAY 21201
400887,2005/11/02 04:00:00+00,2005/11/09 05:00:00+00,2005/11/10 05:00:00+00,57597,50,BALTIMORE CHRISTIAN COMMUNITY ASSOC.,BKMS BUILDING,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400888,2005/11/03 04:00:00+00,2005/11/18 05:00:00+00,2005/11/19 05:00:00+00,57598,25,ROLAND PARK ELEMENTARY MIDDLE SCHOOL,MULTI-PURPOSE ROOM,WS,BW,Beer & Wines,5207 ROLAND AVENUE,21210,5207 ROLAND AVENUE 21210
400889,2005/11/04 04:00:00+00,2005/11/11 05:00:00+00,2005/11/12 05:00:00+00,57599,50,RECLAIMING OUR CHILDREN & COMMUNITY PROJECT,VISIOINS BANQUET HALL,LS,BWL,"Beer, Wine, & Liquor",720 MAPLETON AVENUE,21205,720 MAPLETON AVENUE 21205
400890,2005/11/04 04:00:00+00,2005/11/05 04:00:00+00,2005/11/06 04:00:00+00,57600,25,FATHER'S CLUB OF SETON KEOUGH HIGH SCHOOL,BULL & OYSTER ROAST @ SCHOOL CAFETERIA,WS,BW,Beer & Wines,1201 CATON AVENUE,21227,1201 CATON AVENUE 21227
400891,2005/11/07 05:00:00+00,2005/11/12 05:00:00+00,2005/11/13 05:00:00+00,57601,50,HELP E.A.R.T.H THRU ART,LITHUANIAN HALL,LS,BWL,"Beer, Wine, & Liquor",851-53 HOLLINS ST.,21223,851-53 HOLLINS ST. 21223
400892,2005/11/09 05:00:00+00,2005/11/27 05:00:00+00,2005/11/28 05:00:00+00,57602,25,ST. LEO'S CHURCH,EARLY CHRISTMAS PARTY,WS,BW,Beer & Wines,227 STYLES ST.& 300 BLK EXETER,21202,227 STYLES ST.& 300 BLK EXETER 21202
400893,2005/11/09 05:00:00+00,2005/11/26 05:00:00+00,2005/11/27 05:00:00+00,57603,25,OUR LADY OF POMPEI CATHOLIC CHURCH,BULL ROAST,WS,BW,Beer & Wines,201 S. CONKLING ST.,21224,201 S. CONKLING ST. 21224
400894,2005/11/09 05:00:00+00,2005/11/12 05:00:00+00,2005/11/13 05:00:00+00,57604,50,NTNL BLACK WOMEN CONSCIOUSNESS,REUNION PARTY,LS,BWL,"Beer, Wine, & Liquor",3301 ANNAPOLIS ROAD,21225,3301 ANNAPOLIS ROAD 21225
400895,2005/11/10 05:00:00+00,2005/11/10 05:00:00+00,2005/11/11 05:00:00+00,57605,25,MT. ST. JOSEPH'S FATHER'S CLUB,SCHOOL CAFETERIA,WS,BW,Beer & Wines,4403 FREDERICK AVENUE,21229,4403 FREDERICK AVENUE 21229
400896,2005/11/10 05:00:00+00,2005/11/13 05:00:00+00,2005/11/14 05:00:00+00,57606,25,MT. ST. JOSEPH'S FATHER'S CLUB,SCHOOL CAFETERIA,WS,BW,Beer & Wines,4403 FREDERICK AVENUE,21229,4403 FREDERICK AVENUE 21229
400897,2005/11/10 05:00:00+00,2005/11/12 05:00:00+00,2005/11/13 05:00:00+00,57607,50,ST. NICHOLAS GREEK ORTHODOX CHURCH,CHURCH HALL,LS,BWL,"Beer, Wine, & Liquor",520 S. PONCA ST.,21224,520 S. PONCA ST. 21224
400898,2005/11/10 05:00:00+00,2005/12/03 05:00:00+00,2005/12/04 05:00:00+00,57608,50,ST. NICHOLAS GREEK ORTHODOX CHURCH,CHURCH HALL,LS,BWL,"Beer, Wine, & Liquor",520 S. PONCA ST.,21224,520 S. PONCA ST. 21224
400899,2005/11/11 05:00:00+00,2005/11/11 05:00:00+00,2005/11/12 05:00:00+00,57609,25,MARYLAND ART PLACE,MARYLAND ART PLACE,WS,BW,Beer & Wines,218 W SARATOGA ST,21201,218 W SARATOGA ST 21201
400900,2005/11/11 05:00:00+00,2005/11/18 05:00:00+00,2005/11/19 05:00:00+00,57610,25,MARYLAND ART PLACE,MARYLAND ART PLACE,WS,BW,Beer & Wines,218 W SARATOGA ST,21201,218 W SARATOGA ST 21201
400901,2005/11/11 05:00:00+00,2005/12/03 05:00:00+00,2005/12/04 05:00:00+00,57611,25,MARYLAND ART PLACE,MARYLAND ART PLACE,WS,BW,Beer & Wines,218 W SARATOGA ST,21201,218 W SARATOGA ST 21201
400902,2005/11/11 05:00:00+00,2005/11/12 05:00:00+00,2005/11/13 05:00:00+00,57612,25,"MOBTOWN PLAYERS, INC",COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400903,2005/11/11 05:00:00+00,2005/11/19 05:00:00+00,2005/11/20 05:00:00+00,57613,25,ST. WILLIAM OF YORK CHURCH AND SCHOOL,11TH ANNUAL HOLIDAY AUCTION @ SCHOOL HALL,WS,BW,Beer & Wines,600 COOKS LANE,21229,600 COOKS LANE 21229
400904,2005/11/14 05:00:00+00,2005/11/20 05:00:00+00,2005/11/21 05:00:00+00,57614,25,HOLY CROSS POLISH NATIONAL CHURCH,CHURCH HALL,WS,BW,Beer & Wines,208 S. BROADWAY,21231,208 S. BROADWAY 21231
400905,2005/11/15 05:00:00+00,2005/12/02 05:00:00+00,2005/12/04 05:00:00+00,57615,100,NIGHT OF 100 ELVISES,LITHUANIAN HALL,LS,BWL,"Beer, Wine, & Liquor",851 HOLLINS ST.,21,851 HOLLINS ST. 21
400906,2005/11/16 05:00:00+00,2005/12/15 05:00:00+00,2005/12/16 05:00:00+00,57616,50,SPECIAL OLYMPICS OF MARYLAND INC.,MERRITT ATHLETIC CLUB,LS,BWL,"Beer, Wine, & Liquor",210 E. CENTRE ST.,21202,210 E. CENTRE ST. 21202
400907,2005/11/16 05:00:00+00,2005/11/24 05:00:00+00,2005/11/25 05:00:00+00,57617,50,CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE,THANKSGIVING FUNCTION @ THE CORDOBA CLUB,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215,3125 W. BELVEDERE AVENUE 21215
400908,2005/11/16 05:00:00+00,2005/11/26 05:00:00+00,2005/11/27 05:00:00+00,57618,50,CARIBBEAN CULTURAL ASSOCIATION OF BALTIMORE,THANKSGIVING FUNCTION @ THE CORDOBA CLUB,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215,3125 W. BELVEDERE AVENUE 21215
400909,2005/11/17 05:00:00+00,2005/11/23 05:00:00+00,2005/11/24 05:00:00+00,57619,25,MT. ST. JOSEPH HIGH SCHOOL ALUMNI ASSOC.,SCHOOL CAFETERIA,WS,BW,Beer & Wines,4403 FREDERICK AVENUE,21229,4403 FREDERICK AVENUE 21229
400910,2005/11/17 05:00:00+00,2005/11/19 05:00:00+00,2005/11/20 05:00:00+00,57620,25,"ARNAMAR SPORTSMAN CLUB, INC.",BULL & OYSTER,WS,BW,Beer & Wines,7636 HARFORD ROAD,21234,7636 HARFORD ROAD 21234
400911,2005/11/18 05:00:00+00,2005/11/25 05:00:00+00,2005/11/26 05:00:00+00,57621,50,"ARENA PLAYERS, INC.",POTTER PLACE,LS,BWL,"Beer, Wine, & Liquor",3333-59 FREDERICK AVENUE,21229,3333-59 FREDERICK AVENUE 21229
400912,2005/11/18 05:00:00+00,2005/11/19 05:00:00+00,2005/11/20 05:00:00+00,57622,50,BALTIMORE CHRISTIAN COMMUNITY ASSOCIATION,TALENT SHOW,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400913,2005/11/21 05:00:00+00,2005/11/26 05:00:00+00,2005/11/27 05:00:00+00,57623,50,THE BACKCOURT FOUNDATION,HOLIDAY AFFAIR,LS,BWL,"Beer, Wine, & Liquor",3333 FREDERICK AVE.,21229,3333 FREDERICK AVE. 21229
400914,2005/11/22 05:00:00+00,2005/12/15 05:00:00+00,2005/12/16 05:00:00+00,57624,25,GREATER BALTIMORE TECHNOLOGY COUNCIL,EMERGING TECHNOLOGY CENTER,WS,BW,Beer & Wines,2400 EMERGING TECHNOLOGY CENTER-2400 BOSTON ST.,21224,2400 EMERGING TECHNOLOGY CENTER-2400 BOSTON ST. 21224
400915,2005/11/29 05:00:00+00,2005/12/08 05:00:00+00,2005/12/09 05:00:00+00,57625,25,SANTA CLAUS ANONYMOUS,EVERGREEN HOUSE,WS,BW,Beer & Wines,4545 N. CHARLES ST.,21210,4545 N. CHARLES ST. 21210
400916,2005/11/30 05:00:00+00,2005/12/10 05:00:00+00,2005/12/11 05:00:00+00,57626,25,WELLS ENTERPRISES INC.,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,3601 ELM AVENUE,21211,3601 ELM AVENUE 21211
400917,2005/11/30 05:00:00+00,2005/12/02 05:00:00+00,2005/12/04 05:00:00+00,57627,50,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400918,2005/11/30 05:00:00+00,2005/12/09 05:00:00+00,2005/12/10 05:00:00+00,57628,25,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400919,2005/11/30 05:00:00+00,2005/12/10 05:00:00+00,2005/12/11 05:00:00+00,57629,25,MOBTOWN PLAYERS,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400920,2005/11/30 05:00:00+00,2005/12/10 05:00:00+00,2005/12/11 05:00:00+00,57630,25,PATTERSON PARK COMMUNITY DEVELOPMENT CORPORATION,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400921,2005/11/30 05:00:00+00,2005/12/16 05:00:00+00,2005/12/18 05:00:00+00,57631,50,PATTERSON PARK COMMUNITY DEVELOPMENT CORPORATION,COMMUNITY THEATRE,WS,BW,Beer & Wines,3600 CLIPPER MILL ROAD,21211,3600 CLIPPER MILL ROAD 21211
400922,2005/11/30 05:00:00+00,2005/12/03 05:00:00+00,2005/12/04 05:00:00+00,57632,50,MLJ INC. T/A WINE UNDERGROUND,WINE TASTING,LS,BWL,"Beer, Wine, & Liquor",4400 EVANS CHAPEL ROAD,21211,4400 EVANS CHAPEL ROAD 21211
400923,2005/12/01 05:00:00+00,2005/12/10 05:00:00+00,2005/12/11 05:00:00+00,57633,50,BALTIMORE CHRISTIAN COMMUNITY ASSOCIATION,FASHION SHOW @ GALLERY OF EVENTS,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW STREET,21201,429 N. EUTAW STREET 21201
400924,2005/12/02 05:00:00+00,2005/12/03 05:00:00+00,2005/12/04 05:00:00+00,57634,25,MLJ INC. T/A WINE UNDERGROUND,WINE TASTING,BWT,BWL,3 oz. Beer & 1 oz. Wine Tasting,4400 EVANS CHAPEL ROAD,21211,4400 EVANS CHAPEL ROAD 21211
400925,2005/12/02 05:00:00+00,2005/12/17 05:00:00+00,2005/12/18 05:00:00+00,57635,50,BALTIMORE CHRISTIAN COMMUNITY ASSOCIATION,FASHION SHOW,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400926,2005/12/07 05:00:00+00,2005/12/07 05:00:00+00,2005/12/08 05:00:00+00,57636,25,COMMUNITY MEDIATION PROGRAM INC.,PUBLIC WORKS MUSEUM,WS,BW,Beer & Wines,751  EASTERN AVENUE,21231,751  EASTERN AVENUE 21231
400927,2005/12/07 05:00:00+00,2005/12/17 05:00:00+00,2005/12/18 05:00:00+00,57637,25,KNIGHTS OF COLUMBUS COUNCIL #4606,CHRISTMAS PARTY,WS,BW,Beer & Wines,1336-38 HULL STREET,21230,1336-38 HULL STREET 21230
400928,2005/12/07 05:00:00+00,2005/12/12 05:00:00+00,2005/12/13 05:00:00+00,57638,25,FRIENDS OF MARTIN O'MALLEY,BALTIMORE MUSEUM OF INDUSTRY,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21201,1415 KEY HIGHWAY 21201
400929,2005/12/07 05:00:00+00,2005/12/10 05:00:00+00,2005/12/11 05:00:00+00,57639,50,DUNDALK OPTIMIST CLUB,PATAPSCO ARENA,LS,BWL,"Beer, Wine, & Liquor",3301 ANNAPOLIS ROAD,21225,3301 ANNAPOLIS ROAD 21225
400930,2005/12/08 05:00:00+00,2005/12/31 05:00:00+00,2006/01/02 05:00:00+00,57640,100,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",STUDIO 4229,LS,BWL,"Beer, Wine, & Liquor",4229 YORK ROAD,21218,4229 YORK ROAD 21218
400931,2005/12/08 05:00:00+00,2005/12/10 05:00:00+00,2005/12/11 05:00:00+00,57641,25,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",STUDIO 4229,WS,BW,Beer & Wines,4229 YORK ROAD,21218,4229 YORK ROAD 21218
400932,2005/12/12 05:00:00+00,2005/12/17 05:00:00+00,2005/12/18 05:00:00+00,57642,50,B.A.C.O. INC.,GENTLEMEN'S TEN,LS,BWL,"Beer, Wine, & Liquor",2135 EDMONDSON AVENUE,21223,2135 EDMONDSON AVENUE 21223
400933,2005/12/13 05:00:00+00,2005/12/15 05:00:00+00,2005/12/16 05:00:00+00,57643,50,BALTIMORE CITY STATE'S ATTORNEYS OFFICE,WAR MEMORIAL BUILDING,LS,BWL,"Beer, Wine, & Liquor",100 N. GAY ST.-WAR MEMORIAL PLAZA,21202,100 N. GAY ST.-WAR MEMORIAL PLAZA 21202
400934,2005/12/13 05:00:00+00,2005/12/16 05:00:00+00,2005/12/17 05:00:00+00,57644,50,HAMPDEN REPUBLICAN CLUB,CLUB HOUSE,LS,BWL,"Beer, Wine, & Liquor",3535 CHESTNUT AVENUE,21211,3535 CHESTNUT AVENUE 21211
400935,2005/12/13 05:00:00+00,2005/12/31 05:00:00+00,2006/01/02 05:00:00+00,57645,100,HAMPDEN REPUBLICAN CLUB,CLUB HOUSE,LS,BWL,"Beer, Wine, & Liquor",3535 CHESTNUT AVENUE,21211,3535 CHESTNUT AVENUE 21211
400936,2005/12/14 05:00:00+00,2006/01/07 05:00:00+00,2006/01/08 05:00:00+00,57646,50,BALTIMORE ROTARY FOUNDATION INC.,5TH REGIMENT ARMORY,LS,BWL,"Beer, Wine, & Liquor",2901 DIVISION ST.,21216,2901 DIVISION ST. 21216
400937,2005/12/14 05:00:00+00,2005/12/17 05:00:00+00,2005/12/18 05:00:00+00,57647,25,MARYLAND ART PLACE,MARYLAND ART PLACE,WS,BW,Beer & Wines,218 W. SARATOGA ST.,21201,218 W. SARATOGA ST. 21201
400938,2005/12/15 05:00:00+00,2005/12/25 05:00:00+00,2005/12/26 05:00:00+00,57648,50,CARIBBEAN ASSOCIATION OF BALTIMORE,CORDOBA HALL,LS,BWL,"Beer, Wine, & Liquor",3101 W. BELVEDERE AVENUE,21215,3101 W. BELVEDERE AVENUE 21215
400939,2005/12/16 05:00:00+00,2005/12/31 05:00:00+00,2006/01/01 05:00:00+00,57649,50,CARIBBEAN ASSOCIATION OF BALTIMORE,OLD YEARS' PARTY @ THE CORDOBA CLUB,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215,3125 W. BELVEDERE AVENUE 21215
400940,2005/12/20 05:00:00+00,2006/01/12 05:00:00+00,2006/01/13 05:00:00+00,57650,25,GREATER BALTIMORE TECHNOLOGY COUNCIL,CAN COMPANY,WS,BW,Beer & Wines,"2400 BOSTON ST., 3RD FLOOR",21224,"2400 BOSTON ST., 3RD FLOOR 21224"
400941,2005/12/20 05:00:00+00,2005/12/30 05:00:00+00,2006/01/01 05:00:00+00,57651,100,BALTIMORE CHRISTIAN COMMUNITY ASSOC.,BKMS BUILDING,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400942,2005/12/20 05:00:00+00,2006/01/01 05:00:00+00,2006/01/02 05:00:00+00,57652,50,BALTIMORE CHRISTIAN COMMUNITY ASSOC.,BKMS BUILDING,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400943,2005/12/20 05:00:00+00,2005/12/30 05:00:00+00,2005/12/31 05:00:00+00,57653,50,BALTIMORE CHRISTIAN COMMUNITY ASSOC.,BKMS BUILDING,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400944,2005/12/20 05:00:00+00,2005/12/31 05:00:00+00,2006/01/01 05:00:00+00,57654,50,BALTIMORE CHRISTIAN COMMUNITY ASSOC.,BKMS BUILDING,LS,BWL,"Beer, Wine, & Liquor",429 N. EUTAW ST.,21201,429 N. EUTAW ST. 21201
400945,2005/12/27 05:00:00+00,2005/12/30 05:00:00+00,2005/12/31 05:00:00+00,57655,25,BONG COUNTY LIBERIA/MD U.S.A.,DINNER DANCE,WS,BW,Beer & Wines,4339 YORK ROAD,21212,4339 YORK ROAD 21212
400946,2005/12/27 05:00:00+00,2005/12/30 05:00:00+00,2006/01/01 05:00:00+00,57656,50,BONG COUNTY LIBERIA/MD U.S.A.,DINNER DANCE,WS,BW,Beer & Wines,4339 YORK ROAD,21212,4339 YORK ROAD 21212
